,processed,id
3742,canned plum tomato,1012
9052,canned pumpkin,1013
3767,canned pumpkin puree,1014
4809,canned red bean,1015
5818,canned red salmon,1016
10515,canned salmon,1017
10059,canned sauerkraut,1018
10079,canned shrimp,1019
4672,canned sliced potato,1020
6527,canned solid-pack pumpkin,1021
2929,canned spaghetti and sauce,1022
1844,canned spaghetti in tomato sauce,1023
10449,canned spinach,1024
4902,canned stewed tomato,1025
5737,canned sweet potato,1026
9314,canned tomato,1027
5896,canned tomato sauce,1028
7901,canned tuna,1029
3349,canned unsweetened coconut milk,1030
7095,canned vegetable,1031
5073,canned vegetable broth,1032
4919,canned white bean,1033
2299,canned whole cranberry sauce,1034
2502,canned whole kernel corn,1035
6345,canned whole potato,1036
5741,canned whole tomato,1037
11334,cannellini,1038
9629,cannellini bean,1039
10253,cannelloni tube,1040
9483,canning salt,1041
7542,canola margarine,1042
9148,canola oil,1043
7635,cantal cheese,1044
11394,cantaloupe,1045
7040,cantaloupe ball,1046
7282,cape gooseberry,1047
10940,capellini,1048
10922,caper,1049
9973,caper berry,1050
10089,caper juice,1051
11530,caperberry,1052
5407,capers in brine,1053
2412,capers packed in salt,1054
11629,capicola,1055
11149,caponatum,1056
9239,cappelletti pastum,1057
6949,cappuccino chip,1058
10131,caprino cheese,1059
11254,capsicum,1060
11524,carambola,1061
7385,caramel,1062
4805,caramel apple dip,1063
10284,caramel bit,1064
8862,caramel candy,1065
7411,caramel coloring,1066
10278,caramel extract,1067
2241,caramel filled s chocolate kiss,1068
2377,caramel ice cream topping,1069
8538,caramel icing,1070
2655,caramel irish cream,1071
10307,caramel liqueur,1072
8002,caramel sauce,1073
4638,caramel sundae syrup,1074
6682,caramel syrup,1075
3988,caramel topping,1076
8119,caramelized onion,1077
9501,caraway seed,1078
6855,carbonated beverage,1079
6285,carbonated lemon-lime beverage,1080
9271,carbonated water,1081
10879,cardamom,1082
7970,cardamom pod,1083
8342,cardamom powder,1084
8692,cardamom seed,1085
4542,caribbean jerk marinade,1086
5138,caribbean jerk seasoning,1087
10713,carnaroli rice,1088
8052,carob chip,1089
8704,carob powder,1090
10582,carom seed,1091
11510,carp,1092
7752,carrot,1093
4171,carrot baby food,1094
7088,carrot curl,1095
8086,carrot juice,1096
9932,carrot stick,1097
11225,cashew,1098
8517,cashew half,1099
10814,cashew nut,1100
5724,cashew nuts paste,1101
10225,cashew piece,1102
11116,casing,1103
11236,cassava,1104
11617,cassium,1105
11268,caster,1106
8961,caster sugar,1107
7091,catfish,1108
7957,catfish fillet,1109
8922,catfish nugget,1110
11533,catsup,1111
10906,cauliflower,1112
8013,cauliflower floret,1113
8261,cauliflower head,1114
10756,cavatappi pastum,1115
11583,cavatelli,1116
10997,caviar,1117
11064,cayenne,1118
8972,cayenne pepper,1119
6223,cayenne pepper sauce,1120
9524,cayenne powder,1121
10243,cedar plank,1122
11233,celeriac,1123
10851,celery,1124
5598,celery & leaf,1125
3989,celery & top,1126
8512,celery heart,1127
9486,celery leaf,1128
7621,celery powder,1129
8913,celery rib,1130
8022,celery root,1131
9075,celery salt,1132
8986,celery seed,1133
10113,celery soup,1134
7450,celery top,1135
8518,cellophane noodle,1136
1810,center cut pork chop,1137
1410,center cut pork loin roast,1138
9455,center-cut bacon,1139
6516,center-cut pork chop,1140
5128,center-cut pork loin,1141
2975,center-cut pork loin chop,1142
4616,cereal,1143
7397,cereal flake,1144
11066,certo,1145
11229,chabli,1146
3442,chai latte mix,1147
10741,chai tea,1148
4637,chai tea mix,1149
5324,chai tea teabag,1150
11404,challah,1151
6796,chambord raspberry liquor,1152
5305,chamomile tea bag,1153
11454,champagne,1154
10358,champagne grape,1155
10750,champagne vinegar,1156
8014,champignon mushroom,1157
10018,channa dal,1158
10328,chanterelle mushroom,1159
10287,chapati flmy,1160
11652,chapatus,1161
4101,char siu sauce,1162
11224,charcoal,1163
10840,chard leaf,1164
8614,chardonnay wine,1165
9246,chat masala,1166
10941,chayote,1167
132,cheddar cheese bread,1168
98,french's cheddar french fried onion,1168
97,cheddar cheese soup,1168
169,cheddarwurst,1168
88,favorites cheddar,1168
168,cheddar bratwurst,1168
165,taco-seasoned cheddar cheese,1168
89,sour cream and cheddar potato chip,1168
133,cheddar cheese cube,1168
167,medium cheddar,1168
166,cheddar cheese,1168
151,light cheddar cheese,1168
99,shredded cheddar cheese,1168
113,vermont sharp cheddar cheese,1168
138,vegan cheddar cheese,1168
100,sharp cheddar cheese,1168
149,old cheddar cheese,1168
135,soy cheddar cheese,1168
103,marbled cheddar and swiss cheese,1168
105,shredded mild cheddar cheese,1168
106,sharp white cheddar cheese,1168
150,jalapeno-cheddar sourdough bread,1168
111,sharp canadian cheddar cheese,1168
134,cheddar french-fried onion,1168
96,cheddar and american blend cheese,1168
112,jalapeno cheddar cheese,1168
94,shredded sharp cheddar cheese,1168
148,smoked cheddar cheese,1168
101,condensed broccoli cheddar cheese soup,1168
140,canadian cheddar cheese,1168
93,monterey jack and cheddar cheese blend,1168
92,cheddar and monterey jack blend cheese,1168
91,macaroni and white cheddar cheese mix,1168
90,milk shredded cheddar cheese,1168
141,cheddar cheese dip,1168
109,white cheddar cheese,1168
136,vegetarian cheddar cheese,1168
126,condensed cheddar cheese soup,1168
125,. cheddar cheese,1168
124,cheddar pasta sauce mix,1168
86,shredded triple cheddar cheese,1168
158,mozzarella-cheddar blend cheese,1168
157,part-skim cheddar cheese,1168
121,mozzarella cheddar blend cheese,1168
123,french's cheddar fried onion,1168
116,aged white cheddar cheese,1168
120,cheddar cheese cracker,1168
139,bacon cheddar cheese,1168
160,aged cheddar cheese,1168
117,mature cheddar cheese,1168
164,cheddar cheese powder,1168
107,jalapeno cheddar cheese dip,1168
131,chipotle cheddar cheese,1168
130,medium sharp cheddar,1168
129,horseradish cheddar cheese,1168
119,cheddar garlic biscuit mix,1168
114,mild cheddar cheese,1168
128,potato and cheddar pierogy,1168
127,cheez-it white cheddar cracker,1168
143,cheddar cheese sauce,1168
122,cheddar and colby cheese,1168
2972,cheerios toasted oat cereal,1169
1013,cheese,1170
3450,cheese and salsa dip,1171
5527,cheese cracker,1172
3688,cheese cracker crumb,1173
10669,cheese curd,1174
7480,cheese granule,1175
10311,cheese nip,1176
4674,cheese pasta sauce,1177
4966,cheese ravioli,1178
8488,cheese sauce,1179
4979,cheese sauce mix,1180
8672,cheese slice,1181
8134,cheese slouse,1182
10701,cheese soup,1183
690,pimiento cheese spread,1184
672,chive & onion cream cheese spread,1184
673,chive and onion soft cream cheese spread,1184
674,old english cheese spread,1184
689,squirtable cheese spread,1184
675,cheese spread,1184
676,neufchatel cheese spread,1184
677,velveeta american cheese spread,1184
678,light cream cheese spread,1184
688,cream cheese spread,1184
679,sharp processed cheese spread,1184
681,bleu cheese spread,1184
687,american cheese spread,1184
682,herb cheese spread,1184
683,processed cheese spread,1184
686,garlic cheese spread,1184
684,olive-pimento cheese spread,1184
685,cheddar cheese spread,1184
680,jalapeno pepper cheese spread,1184
9969,cheese stick,1185
9284,cheese tortellini,1186
9820,cheese wheel,1187
8668,cheese whiz,1188
3924,cheese-filled egg tortellini,1189
9056,cheese-filled tortellini,1190
2876,cheeseburger macaroni,1191
11074,cheesecake,1192
10355,cheesecake filling,1193
789,cheesecake instant pudding and pie filling,1194
539,cheesecake instant pudding and pie filling mix,1195
11559,cheesecloth,1196
9029,cheez whiz,1197
8366,cheez-it cracker,1198
3820,cherries in juice,1199
5104,cherries in syrup,1200
7393,cherry,1201
10584,cherry 7-up,1202
8051,cherry brandy,1203
8719,cherry chip,1204
9709,cherry cola,1205
1564,cherry cordial chocolate kiss,1206
6780,cherry dried cranberry,1207
8757,cherry extract,1208
10342,cherry frosting,1209
5153,cherry gelatin,1210
7805,cherry heering,1211
4218,cherry ice cream,1212
5717,cherry jam,1213
9305,cherry jell-o,1214
9877,cherry juice,1215
6577,cherry liqueur,1216
10053,cherry pepper,1217
3328,cherry pie filling,1218
2451,cherry powdered drink mix,1219
10528,cherry preserve,1220
8292,cherry soda,1221
9707,cherry syrup,1222
9070,cherry tomato,1223
2850,cherry vanilla yogurt,1224
10341,cherry vodka,1225
1772,cherry yogurt,1226
10163,cherrystone clam,1227
10965,chervil,1228
10334,cheshire cheese,1229
2554,chessmen cookies,1230
11085,chestnut,1231
10111,chestnut flmy,1232
10712,chestnut mushroom,1233
10110,chestnut puree,1234
2596,chevre cheese,1235
9985,chewing gum,1236
8030,chex cereal,1237
7981,chia seed,1238
10523,chianti wine,1239
5607,chicken,1240
1945,chicken and herb couscous mix,1241
1110,chicken and rice soup,1242
9730,chicken bacon,1243
9623,chicken base,1244
9760,chicken bone,1245
5715,chicken bouillon,1246
3808,chicken bouillon concentrate,1247
3445,chicken bouillon cube,1248
5876,chicken bouillon granule,1249
6818,chicken bouillon mix,1250
6552,chicken bouillon powder,1251
3225,chicken breast,1252
2575,chicken breast fillet,1253
2064,chicken breast half,1254
4911,chicken breast halve,1255
6162,chicken breast tender,1256
812,de-fatted chicken broth,1257
813,chicken broth,1257
805,condensed chicken broth,1257
808,vegan chicken broth,1257
810,instant chicken broth,1257
811,light chicken broth,1257
826,canned chicken broth,1257
825,hot chicken broth,1257
824,chicken broth soup,1257
821,vegetarian chicken broth,1257
816,rich chicken broth,1257
827,regular-strength chicken broth,1257
803,dry instant chicken broth,1257
800,herb-ox chicken broth,1257
798,vegetarian chicken broth mix,1257
795,free range chicken broth,1257
801,commercial chicken broth,1257
2409,chicken bullion cube,1258
10040,chicken carcas,1259
10043,chicken carcass,1260
10070,chicken chilli,1261
10127,chicken chunk,1262
4452,chicken coating mix,1263
8395,chicken consomme,1264
2820,chicken cutlet,1265
9009,chicken drummette,1266
5297,chicken drumstick,1267
10633,chicken fat,1268
8521,chicken fillet,1269
7464,chicken foot,1270
7802,chicken frankfurter,1271
10125,chicken giblet,1272
10124,chicken gizzard,1273
3459,chicken gravy,1274
6146,chicken gravy mix,1275
3255,chicken gumbo soup,1276
10585,chicken half,1277
1902,chicken in a biscuit cracker,1278
1843,chicken instant bouillon,1279
3384,chicken leg,1280
6353,chicken leg meat,1281
3334,chicken leg quarter,1282
9321,chicken legs-thigh,1283
945,cooked dark chicken meat,1284
944,cooked white chicken meat,1284
948,white chicken meat,1284
946,dark chicken meat,1284
949,chicken meat,1284
943,white chicken meat packed in water,1284
947,roasted chicken meat,1284
4812,chicken mushroom soup,1285
5348,chicken noodle soup,1286
1846,chicken noodle soup mix,1287
8571,chicken part,1288
2653,chicken piece,1289
10406,chicken portion,1290
5622,chicken quarter,1291
6217,chicken ramen noodle,1292
8636,chicken seasoning,1293
4767,chicken soup,1294
5770,chicken soup base,1295
5991,chicken soup powder,1296
3212,chicken stock,1297
4023,chicken stock cube,1298
6308,chicken stock paste,1299
2151,chicken stock powder,1300
2174,chicken stove top stuffing mix,1301
992,chicken strip,1302
1486,chicken stuffing mix,1303
9456,chicken tender,1304
8265,chicken tenderloin,1305
3256,chicken thigh,1306
4959,chicken thigh fillet,1307
4921,chicken thigh piece,1308
6370,chicken vegetarian seasoning,1309
9414,chicken wing,1310
5524,chicken wing sauce,1311
7179,chicken-filled tortellini,1312
10271,chickpea,1313
9012,chickpea flmy,1314
10082,chihuahua cheese,1315
1667,red chile honey,1316
1645,ground habanero chile pepper,1316
1676,dried mulato chile,1316
1677,dried chipotle chile,1316
1678,red jalapeno chile,1316
1679,bloomers chile spice,1316
1680,canned chipotle chile,1316
1681,hungarian wax chile,1316
1682,pureed chipotle chile,1316
1685,dried guajillo chile,1316
1686,dried thai chile,1316
1687,dried anaheim chile,1316
1688,chile pepper jam,1316
1689,pure chile powder,1316
1675,dried chile pequin,1316
1690,dried ancho chile,1316
1692,red fresno chile,1316
1695,szechuan chile flake,1316
1696,dried cascabel chile,1316
1697,caribe chile pepper,1316
1698,chile,1316
1699,dried habanero chile,1316
1701,fresno chile pepper,1316
1703,dry red chile,1316
1704,fresh green chile,1316
1705,dried arbol chile,1316
1691,chile con queso,1316
1674,chiles de arbol,1316
1673,aji panca chile,1316
1638,green chile sauce,1316
1639,garlic and red chile paste,1316
1640,ground dried arbol chile pepper,1316
1641,ground pasilla chile powder,1316
1642,new mexico chile powder,1316
1643,salsa de chile fresco,1316
1644,dried hot red chile,1316
1646,ground chipotle chile pepper,1316
1647,canned diced green chile,1316
1648,dried red chile pod,1316
1649,jalapeno chile,1316
1650,ground chile piquin powder,1316
1651,mccormick cocoa chile blend,1316
1652,dried bird's eye chile,1316
1653,dried new mexico chile,1316
1655,chipotle chiles in adobo,1316
1670,ground dried chile,1316
1669,red thai chile,1316
1666,red aji limo chile,1316
1665,yellow aji limo chile,1316
1664,dried chile de arbol,1316
1662,dried ancho chile powder,1316
1660,chipotle chile in adobo,1316
1658,canned chipotle chile puree,1316
1657,yellow wax chile pepper,1316
1656,chile sauce,1316
1707,mirasol chile,1316
1659,green chile picante sauce,1316
1709,bird chile,1316
1708,mild chile,1316
1735,poblano chile,1316
1734,chipotle chile,1316
1732,thai chile,1316
1731,ortega chile,1316
1730,pasilla chile,1316
1728,chile-infused tequila,1316
1727,chile powder,1316
1725,chile salsa,1316
1722,arbol chile,1316
1710,chiles guajillo,1316
1711,hatch chile,1316
1721,chile jelly,1316
1713,chile puree,1316
1718,red chile,1316
1717,cascabel chile,1316
2194,chili,1317
1805,chili bean,1318
4799,chili bean paste,1319
3771,chili bean sauce,1320
2110,chili con carne,1321
9550,chili flake,1322
5256,chili hot bean,1323
8459,chili oil,1324
1388,chili paste,1325
8092,chili pepper,1326
5572,chili pepper flake,1327
7307,chili pod,1328
6321,chili powder,1329
776,asian chili sauce,1330
777,hot chili sauce,1330
770,tomato chili sauce,1330
773,bottled chili sauce,1330
769,chili sauce mix,1330
778,chili sauce,1330
764,thai sweet chili sauce,1330
775,green chili sauce,1330
763,pinto beans in chili sauce,1330
758,ro*tel tomato & green chili sauce,1330
759,sweet asian chicken chili sauce,1330
760,las palmas green chili sauce,1330
761,el patio jalapeno chili sauce,1330
762,kidney beans in chili sauce,1330
766,beans in chili sauce,1330
765,blended red chili sauce,1330
768,chipotle chili sauce,1330
767,red chili sauce,1330
771,chinese chili sauce,1330
779,sweet chili sauce,1330
780,szechwan chili sauce,1330
9535,chili starter,1331
6860,chili vinegar,1332
6118,chili without bean,1333
9216,chili-garlic sauce,1334
7551,chili-ready tomato,1335
11019,chily,1336
4562,chimayo chili powder,1337
10133,chimichurri sauce,1338
5165,chinese barbecue pork,1339
4423,chinese bean paste,1340
3821,chinese black mushroom,1341
8475,chinese cabbage,1342
7317,chinese celery,1343
6701,chinese duck sauce,1344
3711,chinese egg noodle,1345
10184,chinese eggplant,1346
3127,chinese five spice powder,1347
4962,chinese hot mustard,1348
7767,chinese jujube,1349
10844,chinese mustard,1350
10456,chinese noodle,1351
3881,chinese pea pod,1352
5702,chinese rice wine,1353
7879,chinese salt,1354
4406,chinese sesame paste,1355
10149,chinese vegetable,1356
6833,chinese wheat noodle,1357
2793,chinese white rice vinegar,1358
9870,chinese wine,1359
10709,chinkiang vinegar,1360
10154,chip,1361
11382,chipit,1362
6524,chipotle chili seasoning,1363
4416,chipotle hot sauce,1364
7188,chipotle marinade,1365
10357,chipotle mustard,1366
10218,chipotle paste,1367
8449,chipotle pepper,1368
9720,chipotle salsa,1369
10094,chipped beef,1370
11179,chitterling,1371
11065,chive,1372
9640,chive blossom,1373
11036,choco-bake,1374
2084,chocolate,1375
6652,chocolate almond bark,1376
2789,chocolate and mint cookies,1377
788,chocolate and mint swirled morsel,1378
2661,chocolate baking square,1379
929,chocolate bar,1380
8717,chocolate bark,1381
7034,chocolate biscuit,1382
